pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.001209514850154549,0.4527138157894737,0.556599996152261,1.8134483480285346,8,32,
GOBP_REGENERATION,0.0017067273503057886,0.4527138157894737,0.6307639143251367,1.840588261303449,11,20,
GOBP_FOREBRAIN_DEVELOPMENT,0.0017844886753603294,0.4527138157894737,0.5880172919985214,1.8266114744672521,12,26,
GOBP_DETOXIFICATION,0.0018214936247723133,0.4527138157894737,-0.4297822617080831,-1.7909068444438487,3,46,
GOBP_MUSCLE_CELL_DIFFERENTIATION,0.0025889967637540453,0.4527138157894737,0.49554600813878547,1.7119001482051062,19,42,
GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,0.003242759700324276,0.4527138157894737,0.37276793745316544,1.531976797001621,28,137,
GOBP_MUSCLE_STRUCTURE_DEVELOPMENT,0.003246753246753247,0.4527138157894737,0.447515293485525,1.640357666743491,25,60,
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,0.003289473684210526,0.4527138157894737,0.6184770239180788,1.7814823731012577,22,19,
GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE,0.004743423889607589,0.5557932692307692,-0.4265158231593838,-1.7383861957474376,10,41,
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.005048076923076923,0.5557932692307692,0.4095813862312906,1.576752479650572,41,83,
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS,0.006345543697721373,0.6260509321311076,0.6070449029537844,1.7018557311865103,43,17,
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II,0.006823443401973925,0.6260509321311076,0.4101667720313473,1.5557414849050335,55,75,
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE,0.00825643516270034,0.6707700577879319,-0.3608625672774007,-1.5814906803553452,16,57,
GOBP_JNK_CASCADE,0.008600583090379008,0.6707700577879319,0.6165818277668729,1.6770387450219342,58,15,
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,0.00913855664561215,0.6707700577879319,0.5022372021139017,1.6363299151780428,67,32,
GOBP_MUSCLE_TISSUE_DEVELOPMENT,0.010275326043999474,0.7070708734027138,0.4734219391338824,1.6013488917558822,77,38,
GOBP_ENDOTHELIAL_CELL_MIGRATION,0.011525795828759604,0.7431962989183227,0.5165553251673207,1.626823586995578,83,28,
GOBP_TELENCEPHALON_DEVELOPMENT,0.012833031106151485,0.7431962989183227,0.5446338011743324,1.6311402262681818,91,22,
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS,0.013176740189057576,0.7431962989183227,0.574992285466614,1.636838237910408,91,18,
GOBP_CELLULAR_OXIDANT_DETOXIFICATION,0.013774104683195593,0.7431962989183227,-0.42274124704034094,-1.6357850750208407,34,33,
GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,0.014175406246398525,0.7431962989183227,0.3635890192226362,1.4541608953107257,122,110,
GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,0.01486836720774792,0.7440941952604755,0.5027811495941225,1.5978674324521005,108,29,
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS,0.018493336959477837,0.8262918307086613,0.4888511662060434,1.5653638987800271,135,30,
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,0.0194786594099112,0.8262918307086613,0.5603854786395409,1.595256845337599,135,18,
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS,0.022176191056415256,0.8262918307086613,0.38168981415790376,1.4477298473260067,181,75,
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.02224155069582505,0.8262918307086613,0.4011884629669254,1.4765635029665052,178,61,
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.022712090848363394,0.8262918307086613,0.46071798009069,1.5209276059857744,169,34,
GOBP_ALCOHOL_CATABOLIC_PROCESS,0.023323615160349854,0.8262918307086613,0.5812609903388158,1.5809697235134559,159,15,
GOBP_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,0.024634775136064165,0.8262918307086613,0.5517837321002033,1.5707701382907808,171,18,
GOBP_NUCLEAR_EXPORT,0.024862249697621287,0.8262918307086613,0.4691443346538065,1.528510644172119,184,32,
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,0.025703971119133574,0.8262918307086613,0.5688300472978846,1.572489628204516,177,16,
GOBP_REGULATION_OF_TRANSLATION,0.026270107626432126,0.8262918307086613,0.3537542662939658,1.407485054478175,226,105,
GOBP_CELL_DIVISION,0.027378592666005945,0.8262918307086613,0.38766053819350177,1.4412982948619784,220,66,
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,0.027572815533980582,0.8262918307086613,0.4323293019772624,1.4935133851809934,212,42,
GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.027880004460800713,0.8262918307086613,0.3321095148467411,1.368989268712294,249,142,
GOBP_REGULATION_OF_CELLULAR_LOCALIZATION,0.02978349269150456,0.8262918307086613,0.3224563310713329,1.3477775290872498,270,166,
GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS,0.02979354679193967,0.8262918307086613,0.3828233867629526,1.426625582835915,240,67,
GOBP_NEUROMUSCULAR_PROCESS,0.030429766368618404,0.8262918307086613,0.5502407173463559,1.5426046966073694,210,17,
GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS,0.031062355658198613,0.8262918307086613,0.34630104728914995,1.3858009534998383,268,112,
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT,0.03107991979375537,0.8262918307086613,0.540012151100285,1.5372598210424557,216,18,
GOBP_CELL_PROJECTION_ORGANIZATION,0.03208076275939428,0.8262918307086613,0.3318598290904784,1.3596550795962585,285,134,
GOBP_REGULATION_OF_DNA_RECOMBINATION,0.036734693877551024,0.8262918307086613,0.5639154011139834,1.5337915163797267,251,15,
GOBP_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,0.03736263736263736,0.8262918307086613,0.29482548422231997,1.281545357113627,356,265,
GOBP_MUSCLE_ORGAN_DEVELOPMENT,0.0405201916495551,0.8262918307086613,0.474697974592136,1.4865030973016182,295,27,
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS,0.040991902834008095,0.8262918307086613,0.40033552716803944,1.4271319831844307,323,50,
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,0.041204654346338125,0.8262918307086613,0.47394799302509816,1.4841545515272683,300,27,
GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,0.04174598857764482,0.8262918307086613,0.4569108916883614,1.4630870584992992,306,30,
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS,0.04188911704312115,0.8262918307086613,0.47305527090961613,1.481359017818,305,27,
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,0.042219075814133096,0.8262918307086613,0.41081458635941975,1.4366096214733621,327,45,
GOBP_CELLULAR_RESPONSE_TO_STARVATION,0.04324473213056053,0.8262918307086613,0.48309469911464403,1.4869780039267098,313,25,
GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS,0.04384193827516585,0.8262918307086613,0.5359516784517683,1.502545250234335,303,17,
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,0.044814044814044815,0.8262918307086613,0.33732035652235765,1.348837667911978,387,111,
GOBP_NEURAL_NUCLEUS_DEVELOPMENT,0.04530638852672751,0.8262918307086613,-0.46842854583456667,-1.511072824917568,138,17,
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,0.04530638852672751,0.8262918307086613,-0.46842854583456667,-1.511072824917568,138,17,
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.04586145159068999,0.8262918307086613,0.48061403457065643,1.4793424541705427,332,25,
GOBP_IMMUNE_SYSTEM_DEVELOPMENT,0.04591836734693878,0.8262918307086613,0.5528302158960356,1.5036409600884832,314,15,
GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,0.04634455557120721,0.8262918307086613,0.49956299771894175,1.4781985621350422,328,21,
GOBP_MALE_SEX_DIFFERENTIATION,0.04664723032069971,0.8262918307086613,0.5522306209762675,1.5020101239747896,319,15,
